start_block,end_block,heuristic_count,total_transactions,avg_per_block,avg_tx_per_block,normalized_ratio
879568,880575,0,2610558,0.0,2589.839285714286,0.0
880576,881583,0,2362948,0.0,2344.1944444444443,0.0
881584,882591,0,2430575,0.0,2411.284722222222,0.0
882592,883599,0,2753504,0.0,2731.6507936507937,0.0
883600,884607,0,2621109,0.0,2600.306547619048,0.0
884608,885615,0,3449076,0.0,3421.7023809523807,0.0
885616,886623,0,2270446,0.0,2252.4265873015875,0.0
886624,887631,0,2549817,0.0,2529.5803571428573,0.0
887632,888639,0,2965164,0.0,2941.6309523809523,0.0
888640,889647,0,3066727,0.0,3042.3878968253966,0.0
889648,890655,0,2416231,0.0,2397.054563492064,0.0
890656,891314,0,1418658,0.0,2152.743550834598,0.0
